id,FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,DIVINYR,WIDINYR
670,3,female,67,Married,1947,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",41500,117200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
671,2,male,79,Married,1935,1969,white,0,1,High school,Works for wages,50,Yes,91800,104300,37600,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
672,2,female,85,Widowed,1929,1962,white,1,1,Less than high school,Works for wages,0,No,8400,15500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
673,1,female,90,Widowed,1924,1959,Black,0,1,Less than high school,Works for wages,0,No,15000,15000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
674,2,female,74,Married,1940,1960,white,0,1,College or greater,Works for wages,0,No,124000,197800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
675,4,female,82,Widowed,1932,1972,Black,0,1,High school,Works for wages,0,No,2400,52800,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
676,2,female,67,Married,1947,1979,white,0,1,College or greater,Works for wages,30,Yes,81400,132650,8000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
677,1,male,76,Divorced,1938,1980,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",19330,19330,0,0,30,0,Not a veteran,NA,NA,0,Not in labor force,0,0
678,1,female,94,Widowed,1920,1967,white,0,1,High school,Self-employed,0,No,13790,13790,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
679,2,male,67,Married,1947,1968,white,0,1,High school,Works for wages,0,No,40000,50000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
680,2,female,74,Married,1940,1975,Asian,0,1,College or greater,Works for wages,0,No,9200,31400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
681,2,male,66,Married,1948,1969,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",60700,105700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
682,2,male,69,Married,1945,1976,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",96900,101900,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
683,1,female,70,Widowed,1944,1990,white,0,1,College or greater,Self-employed,32,Yes,41700,41700,0,16800,0,0,Not a veteran,PM,PM,0,Employed,0,0
684,2,male,76,Married,1938,1960,white,0,1,College or greater,Works for wages,0,No,54100,109300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
685,2,male,88,Married,1926,1946,Otherse,0,1,High school,Works for wages,0,No,22300,77800,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
686,2,male,70,Widowed,1944,1983,Black,0,1,College or greater,Works for wages,0,No,29500,29500,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
687,2,female,70,Married,1944,1991,white,0,1,High school,Works for wages,0,No,12800,26600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
688,2,female,87,Married,1927,1947,white,0,1,High school,Works for wages,0,No,8900,62800,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
689,4,male,67,Married,1947,1986,white,0,1,High school,Works for wages,50,Yes,74000,97000,50000,0,0,0,Veteran,PM,PM,1,Employed,0,0
690,1,female,72,Widowed,1942,1963,white,0,1,College or greater,Works for wages,0,No,143500,143500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
691,2,male,69,Married,1945,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",37200,70470,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
692,1,female,87,Widowed,1927,1949,white,0,1,High school,Works for wages,0,No,24000,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
693,1,male,94,Married,1920,1967,white,0,1,High school,Works for wages,0,No,4300,9999999,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
694,1,male,76,Widowed,1938,1957,white,0,1,High school,Self-employed,0,No,15600,15600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
695,3,male,76,Married,1938,1966,white,0,1,High school,Works for wages,0,No,38300,48200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
696,1,female,71,Never married,1943,0,white,0,1,Less than high school,Works for wages,30,Yes,7200,9999999,4400,0,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
697,1,female,85,Widowed,1929,1947,white,0,1,High school,Works for wages,0,No,240300,240300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
698,2,female,75,Married,1939,1959,white,0,1,High school,Self-employed,0,No,10000,142000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
699,1,male,71,Divorced,1943,1962,white,0,1,College or greater,Works for wages,0,No,32970,32970,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
700,1,female,83,Widowed,1931,1951,white,0,1,High school,Works for wages,0,No,22800,22800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
701,1,male,71,Divorced,1943,1972,Black,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",14900,14900,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
702,1,female,76,Widowed,1938,1961,white,0,1,College or greater,Works for wages,0,No,30300,30300,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
703,2,male,66,Married,1948,1978,white,0,1,College or greater,Self-employed,40,Yes,120530,243260,0,111000,0,0,Veteran,NA,NA,0,Unemployed,0,0
704,2,male,89,Married,1925,1959,white,0,1,High school,Works for wages,0,No,17600,38000,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
705,1,male,79,Never married,1935,0,white,0,1,College or greater,Works for wages,0,No,36400,36400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
706,2,male,71,Divorced,1943,1968,white,0,1,High school,Works for wages,0,No,28100,56700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
707,2,female,65,Married,1949,1968,white,0,1,High school,Works for wages,0,No,8400,100300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
708,4,female,71,Married,1943,1972,Black,0,1,High school,Works for wages,0,No,5300,22101,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
709,1,male,94,Married,1920,1948,white,0,1,Less than high school,Works for wages,0,No,15000,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
710,2,female,78,Married,1936,2006,white,0,1,College or greater,Works for wages,0,No,21500,49000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
711,1,male,90,Married,1924,1990,white,0,1,High school,Self-employed,0,No,22200,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
712,3,male,67,Married,1947,1966,Black,0,1,College or greater,Works for wages,0,No,36400,53000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
713,2,male,77,Married,1937,1959,white,0,1,High school,Works for wages,0,No,17400,23600,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
714,1,female,71,Never married,1943,0,white,0,1,College or greater,Works for wages,10,Yes,21880,21880,4300,0,0,1,Not a veteran,PM,PM,0,Employed,NA,NA
715,2,male,78,Married,1936,1960,white,0,1,College or greater,Works for wages,0,No,23100,94800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
716,1,female,67,Divorced,1947,1974,white,0,1,High school,Works for wages,0,No,4000,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
717,1,male,80,Widowed,1934,1954,Black,0,1,College or greater,Works for wages,0,No,16800,16800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
718,2,male,65,Married,1949,1975,white,0,1,College or greater,Works for wages,40,Yes,94010,114910,60000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
719,1,female,66,Divorced,1948,1973,Black,0,1,High school,Works for wages,40,Yes,40200,40200,27600,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
720,2,female,69,Widowed,1945,1968,white,0,1,High school,Works for wages,18,Yes,41100,51700,21700,0,0,1,Not a veteran,PM,PM,0,Employed,0,0
721,2,male,71,Married,1943,1962,white,0,1,High school,Works for wages,0,No,15800,22400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
722,3,male,76,Married,1938,1984,white,0,1,High school,Works for wages,0,No,35600,149600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
723,1,female,67,Widowed,1947,1986,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",18200,18200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
724,1,male,75,Divorced,1939,1969,white,0,1,High school,Works for wages,0,No,10900,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
725,2,male,72,Married,1942,1963,white,0,1,High school,Works for wages,0,No,20400,38400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
726,2,male,75,Married,1939,1967,Otherse,0,1,College or greater,Works for wages,0,No,21900,44700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
727,2,female,65,Married,1949,1967,white,0,1,High school,Works for wages,0,No,9500,44300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
728,1,female,87,Widowed,1927,1947,white,0,1,College or greater,Works for wages,0,No,41700,41700,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
729,1,female,81,Widowed,1933,1992,white,0,1,College or greater,Works for wages,9,Yes,26500,26500,4000,3800,0,0,Not a veteran,NA,NA,0,Employed,0,0
730,1,female,75,Widowed,1939,1974,white,0,1,College or greater,Works for wages,0,No,69800,69800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
731,1,female,88,Widowed,1926,1946,white,0,1,High school,Works for wages,0,No,14000,14000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
732,2,female,66,Married,1948,1990,white,0,1,High school,Works for wages,0,No,48000,83000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
733,1,male,94,Widowed,1920,1942,white,0,1,Less than high school,Works for wages,0,No,4300,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
734,1,female,69,Divorced,1945,1961,Black,0,1,Less than high school,Works for wages,40,Yes,34700,34700,20300,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
735,2,male,80,Married,1934,1954,white,0,1,College or greater,Self-employed,0,No,123000,166700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
736,1,female,81,Widowed,1933,1991,white,0,1,High school,Self-employed,0,No,7200,7200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
737,2,male,83,Married,1931,1953,white,0,1,High school,Works for wages,0,No,15600,21600,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
738,4,male,65,Widowed,1949,1981,white,0,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",13000,62900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
739,1,female,65,Widowed,1949,1989,white,1,1,Less than high school,Works for wages,0,No,30000,30000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
740,3,female,79,Married,1935,1994,Black,0,1,High school,Works for wages,0,No,8700,64000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
741,1,female,74,Widowed,1940,1959,white,1,1,High school,Works for wages,0,No,29300,29300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
742,1,male,65,Never married,1949,0,white,0,1,College or greater,Self-employed,60,Yes,190000,190000,130000,60000,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
743,2,male,66,Married,1948,1970,white,0,1,College or greater,Works for wages,0,No,107200,130200,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
744,3,female,94,Widowed,1920,1950,white,0,1,High school,Self-employed,0,No,14000,38000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
745,1,female,89,Never married,1925,0,white,0,1,College or greater,Self-employed,0,No,6000,9999999,0,0,0,0,Veteran,NA,NA,0,Not in labor force,NA,NA
746,1,female,87,Never married,1927,0,white,0,1,High school,Works for wages,0,No,23000,23000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
747,3,male,76,Married,1938,1961,white,0,1,High school,Works for wages,8,Yes,58300,79800,1900,0,0,0,Veteran,PM,PM,0,Employed,0,0
748,1,female,86,Widowed,1928,1946,white,0,1,High school,Works for wages,40,Yes,35200,35200,20500,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
749,2,female,83,Widowed,1931,1956,white,0,1,High school,Self-employed,0,No,16500,31500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
750,2,female,66,Married,1948,1967,Otherse,1,1,College or greater,Self-employed,10,Yes,8400,29000,0,5800,0,0,Not a veteran,PM,PM,0,Employed,0,0
751,1,female,90,Widowed,1924,1943,white,0,1,High school,Works for wages,0,No,29500,29500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
752,3,male,89,Married,1925,1944,white,0,1,High school,Works for wages,0,No,54500,68070,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
753,2,male,65,Married,1949,1972,white,0,1,High school,Works for wages,24,Yes,37800,37800,8000,0,0,0,Veteran,PM,PM,0,Employed,0,0
754,2,female,76,Married,1938,1968,white,0,1,High school,Works for wages,0,No,11300,52800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
755,4,female,71,Married,1943,1987,white,0,1,High school,Works for wages,0,No,4000,148000,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
756,1,female,81,Widowed,1933,1952,white,0,1,Less than high school,Works for wages,0,No,10100,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
757,2,female,72,Married,1942,1960,white,0,1,Less than high school,Works for wages,0,No,9100,35900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
758,3,female,86,Widowed,1928,1946,white,0,1,High school,Works for wages,0,No,11000,46100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
759,1,female,82,Widowed,1932,1956,white,0,1,College or greater,Works for wages,0,No,22000,22000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
760,2,female,67,Married,1947,1966,white,0,1,High school,Works for wages,25,Yes,14800,38700,1000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
761,2,female,70,Married,1944,1971,white,0,1,High school,Works for wages,0,No,0,53800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
762,2,female,71,Married,1943,2011,Black,0,1,College or greater,Works for wages,0,No,8800,24300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
763,1,female,80,Widowed,1934,1969,white,0,1,High school,Works for wages,0,No,19400,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
764,2,male,82,Married,1932,1949,white,0,1,High school,Works for wages,0,No,17800,25000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
765,2,male,79,Married,1935,1965,white,0,1,College or greater,Works for wages,0,No,16800,32400,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
766,1,female,73,Widowed,1941,1958,white,0,1,High school,Works for wages,0,No,25000,25000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
767,2,male,65,Married,1949,1972,white,0,1,High school,Self-employed,0,No,26700,35900,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
768,1,female,94,Widowed,1920,1945,white,0,1,High school,Self-employed,0,No,32800,32800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
769,1,female,87,Divorced,1927,1958,white,0,1,College or greater,Works for wages,8,Yes,22400,22400,8000,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
770,2,male,83,Married,1931,1955,white,0,1,High school,Works for wages,0,No,33000,39700,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
771,2,male,80,Married,1934,1964,white,0,1,College or greater,Works for wages,0,No,0,57950,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
772,2,female,69,Married,1945,1977,white,0,1,High school,Works for wages,0,No,7400,52200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
773,2,female,66,Married,1948,1966,white,0,1,High school,Works for wages,0,No,8400,51600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
774,2,female,71,Married,1943,2002,white,0,1,High school,Works for wages,0,No,41000,76700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
775,3,male,65,Married,1949,1972,white,0,1,College or greater,Works for wages,0,No,12000,36000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
776,1,female,82,Widowed,1932,1957,white,0,1,High school,Works for wages,0,No,10100,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
777,1,male,86,Widowed,1928,1954,white,0,1,Less than high school,Works for wages,0,No,13990,13990,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
778,1,female,68,Married,1946,1990,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",10100,10100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
779,2,male,71,Married,1943,1965,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",16300,42600,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
780,2,female,69,Married,1945,1963,white,0,1,High school,Works for wages,0,No,12150,101870,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
781,2,female,73,Married,1941,1962,white,0,1,College or greater,Self-employed,0,No,0,145600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
782,1,female,68,Widowed,1946,1966,white,0,1,High school,Works for wages,18,Yes,30300,30300,5700,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
783,3,male,65,Married,1949,1968,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",30300,30300,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
784,2,male,74,Married,1940,1966,white,0,1,College or greater,Self-employed,40,Yes,58000,168000,40000,0,0,1,Not a veteran,NA,NA,0,Employed,0,0
785,2,male,82,Widowed,1932,1950,white,0,1,Less than high school,Works for wages,0,No,17000,17000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
786,2,female,68,Divorced,1946,1966,white,0,0,College or greater,Self-employed,47,Yes,33100,43100,0,33100,0,0,Not a veteran,NA,NA,0,Employed,0,0
787,1,female,94,Divorced,1920,1953,white,0,1,High school,Works for wages,0,No,16800,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
788,2,female,69,Married,1945,1994,white,0,1,High school,Works for wages,20,Yes,28100,78700,14500,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
789,1,female,94,Divorced,1920,1990,white,0,1,High school,Works for wages,0,No,12000,12000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
790,1,female,82,Widowed,1932,1951,white,0,1,High school,Self-employed,0,No,13100,13100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
791,2,female,66,Married,1948,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",0,74500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
792,2,female,65,Married,1949,1976,white,0,1,College or greater,Works for wages,0,No,4800,74800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
793,2,male,68,Married,1946,1963,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",21800,33000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
794,2,female,66,Married,1948,2013,white,0,1,College or greater,Works for wages,40,Yes,89000,189000,75000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
795,3,male,72,Married,1942,1975,white,0,1,High school,Works for wages,0,No,50200,65200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
796,1,female,81,Widowed,1933,1959,white,0,1,High school,Works for wages,0,No,9600,9600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
797,1,female,72,Divorced,1942,1964,white,0,1,College or greater,Works for wages,0,No,43000,43000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
798,2,male,79,Married,1935,1981,white,0,1,College or greater,Works for wages,0,No,30200,48650,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
799,2,male,73,Married,1941,1960,white,0,1,High school,Works for wages,50,Yes,33500,42300,17000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
800,1,female,88,Widowed,1926,1944,Black,0,1,High school,Works for wages,0,No,14400,14400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
801,1,female,77,Married,1937,1958,white,0,1,College or greater,Works for wages,0,No,12000,12000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
802,2,male,72,Married,1942,2003,white,0,1,College or greater,Works for wages,0,No,70430,108090,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
803,2,female,71,Never married,1943,0,white,0,1,College or greater,Works for wages,4,Yes,9700,9700,9700,0,0,0,Not a veteran,NA,NA,0,Employed,NA,NA
804,1,female,68,Never married,1946,0,white,0,1,College or greater,Works for wages,0,No,3500,3500,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
805,1,male,87,Widowed,1927,1950,white,0,1,High school,Works for wages,0,No,29000,29000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
806,2,male,73,Married,1941,1961,white,0,1,College or greater,Works for wages,0,No,42770,51470,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
807,2,female,74,Married,1940,1961,white,0,1,High school,Works for wages,0,No,30400,177100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
808,2,female,78,Widowed,1936,1956,white,0,1,High school,Works for wages,0,No,11700,20300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
809,2,female,87,Married,1927,1944,white,0,1,College or greater,Works for wages,0,No,12000,24600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
810,2,female,82,Married,1932,1952,white,0,1,High school,Works for wages,0,No,16000,45000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
811,2,female,68,Married,1946,1966,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",8800,34000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
812,2,female,70,Married,1944,1964,white,0,1,College or greater,Works for wages,0,No,36000,189000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
813,1,male,87,Never married,1927,0,Otherse,0,1,High school,Self-employed,40,Yes,30200,30200,9500,0,0,1,Not a veteran,PM,PM,0,Employed,NA,NA
814,2,female,78,Married,1936,1955,white,0,1,High school,Works for wages,0,No,9100,29900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
815,2,male,77,Married,1937,1956,white,0,1,College or greater,Works for wages,0,No,13100,21800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
816,1,female,87,Widowed,1927,1950,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",1400,1400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
817,2,female,87,Married,1927,1949,white,0,1,Less than high school,Works for wages,0,No,10380,18580,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
818,2,male,72,Married,1942,1963,white,0,1,High school,Works for wages,60,Yes,64500,96900,43000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
819,2,female,71,Widowed,1943,1986,white,0,1,High school,Works for wages,0,No,14400,12600,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
820,2,male,65,Married,1949,1988,white,0,1,High school,Works for wages,0,No,39600,56100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
821,2,male,78,Married,1936,1956,white,0,1,High school,Works for wages,0,No,28200,41000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
822,1,male,66,Never married,1948,0,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",720,720,0,0,0,0,Veteran,NA,NA,0,Not in labor force,NA,NA
823,2,female,79,Married,1935,1953,white,0,1,High school,Works for wages,20,Yes,48000,74000,20000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
824,2,male,69,Married,1945,1967,white,0,1,College or greater,Self-employed,40,Yes,32000,54000,0,20000,0,0,Veteran,NA,NA,0,Not in labor force,0,0
825,1,female,80,Widowed,1934,1952,white,0,1,High school,Works for wages,0,No,44700,44700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
826,2,male,77,Married,1937,1993,white,0,1,College or greater,Works for wages,0,No,18300,34000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
827,2,female,65,Divorced,1949,1966,white,0,1,College or greater,Works for wages,0,No,8800,18300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
828,2,female,75,Married,1939,1959,white,0,1,College or greater,Works for wages,0,No,16000,37700,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
829,1,female,81,Widowed,1933,1957,white,0,1,High school,Works for wages,0,No,60100,60100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
830,2,female,75,Married,1939,2008,white,0,1,High school,Works for wages,21,Yes,29600,74900,3800,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
831,2,male,74,Married,1940,1960,white,0,1,High school,Works for wages,8,Yes,44000,68800,26000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
832,2,male,74,Married,1940,1960,white,0,1,High school,Works for wages,0,No,32700,44000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
833,2,male,70,Married,1944,1967,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",18000,25200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
834,2,male,72,Married,1942,1972,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",20000,60000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
835,2,male,69,Married,1945,1970,white,0,1,High school,Self-employed,60,Yes,43500,83800,0,4500,0,0,Veteran,NA,NA,0,Not in labor force,0,0
836,2,male,69,Married,1945,1973,white,0,1,College or greater,Self-employed,0,No,21600,30800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
837,2,female,84,Married,1930,1954,white,0,1,College or greater,Self-employed,0,No,8204,27104,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
838,1,female,83,Never married,1931,0,white,0,1,College or greater,Works for wages,0,No,8800,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
839,2,male,70,Married,1944,1976,white,0,1,College or greater,Works for wages,0,No,12400,89590,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
840,2,female,88,Married,1926,1948,white,0,1,College or greater,Works for wages,0,No,7800,86900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
841,2,male,79,Married,1935,1953,white,0,1,High school,Works for wages,0,No,18000,24300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
842,2,male,65,Married,1949,1982,white,0,1,College or greater,Works for wages,0,No,15804,29104,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
843,2,male,65,Married,1949,1970,white,0,1,College or greater,Self-employed,40,Yes,394000,415500,0,319000,0,1,Not a veteran,PM,PM,0,Employed,0,0
