FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,id
1,female,75,Divorced,1939,1960,white,0,1,High school,Works for wages,0,No,16050,16050,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,318
2,female,85,Married,1929,1953,white,0,1,College or greater,Works for wages,0,No,6200,407900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,319
2,male,66,Married,1948,1972,white,0,1,College or greater,Works for wages,40,Yes,107000,102000,45000,0,0,0,0,Not a veteran,PM,PM,0,Employed,320
2,male,70,Married,1944,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",24500,30800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,321
1,female,72,Divorced,1942,1960,white,1,1,High school,Works for wages,0,No,28800,28800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,322
4,female,66,Married,1948,1974,white,0,1,College or greater,Works for wages,0,No,2800,106200,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,323
1,male,80,Widowed,1934,1979,white,0,1,High school,Works for wages,23,Yes,50600,50600,32600,0,0,1,0,Veteran,PM,PM,0,Employed,324
1,female,86,Widowed,1928,1960,Black,0,1,High school,Works for wages,0,No,23100,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,325
9,female,67,Married,1947,1968,Asian,0,1,High school,Works for wages,0,No,8600,107600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,326
2,female,79,Married,1935,1991,white,0,1,High school,Works for wages,0,No,7200,24000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,327
2,male,65,Married,1949,1974,white,0,1,College or greater,Self-employed,30,Yes,223200,433200,5600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,328
3,female,66,Married,1948,1979,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",24230,94830,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,329
1,female,68,Never married,1946,0,white,0,1,College or greater,Works for wages,0,No,70000,70000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,330
1,female,81,Widowed,1933,1963,white,0,1,High school,Works for wages,0,No,21500,21500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,331
2,male,69,Divorced,1945,1968,white,0,1,College or greater,Works for wages,0,No,38400,30800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,332
2,female,80,Married,1934,1960,white,0,1,High school,Works for wages,0,No,6600,18600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,333
1,female,78,Widowed,1936,1960,white,0,1,College or greater,Self-employed,0,No,67200,67200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,334
1,female,87,Widowed,1927,1958,white,0,1,High school,Self-employed,0,No,43300,43300,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,335
5,female,65,Divorced,1949,1974,white,1,0,College or greater,Works for wages,0,No,0,159020,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,336
2,male,71,Married,1943,1988,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",44000,95200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,337
1,female,68,Widowed,1946,1987,Otherse,0,1,Less than high school,Works for wages,0,No,7400,7400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,338
3,male,76,Divorced,1938,1970,white,1,1,High school,Works for wages,0,No,9000,42200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,339
1,female,82,Widowed,1932,1952,white,0,1,Less than high school,Works for wages,0,No,9600,9600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,340
4,male,68,Married,1946,1990,white,0,1,High school,Works for wages,8,Yes,67300,82100,4300,0,0,1,0,Veteran,PM,PM,1,Employed,341
2,female,65,Married,1949,1996,white,0,1,College or greater,Works for wages,35,Yes,85050,119850,85000,0,0,0,0,Not a veteran,PM,PM,0,Employed,342
4,male,69,Married,1945,1981,Asian,0,1,High school,Works for wages,0,No,12900,63200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,343
2,female,65,Married,1949,1965,white,0,1,High school,Works for wages,0,No,6500,22700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,344
2,female,74,Married,1940,1959,white,0,1,College or greater,Works for wages,0,No,31000,57300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,345
4,female,66,Married,1948,1970,Otherse,1,1,Less than high school,Works for wages,0,No,2300,6000,0,0,2300,0,0,Not a veteran,NA,NA,1,Not in labor force,346
1,female,86,Widowed,1928,1962,white,0,1,Less than high school,Works for wages,0,No,6500,6500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,347
2,female,78,Married,1936,1957,white,0,1,High school,Works for wages,0,No,13700,89600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,348
1,female,86,Widowed,1928,1955,white,0,1,High school,Works for wages,0,No,19300,19300,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,349
1,female,83,Divorced,1931,1953,white,0,1,College or greater,Works for wages,0,No,19630,19630,0,0,430,0,0,Not a veteran,NA,NA,0,Not in labor force,350
2,female,67,Married,1947,1995,white,0,1,High school,Works for wages,45,Yes,28000,58000,20000,0,0,0,0,Not a veteran,PM,PM,0,Employed,351
2,male,68,Married,1946,1973,white,0,1,High school,Works for wages,0,No,43300,123800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,352
5,female,73,Widowed,1941,1960,white,1,1,High school,Works for wages,0,No,8400,41400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,353
1,female,83,Widowed,1931,1981,white,0,1,High school,Works for wages,0,No,11100,11100,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,354
2,female,69,Married,1945,1969,Asian,0,1,College or greater,Works for wages,45,Yes,140100,190400,140000,0,0,0,0,Not a veteran,PM,PM,0,Employed,355
1,female,81,Widowed,1933,1956,white,0,1,High school,Self-employed,0,No,9400,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,356
2,male,85,Married,1929,1951,white,0,1,College or greater,Self-employed,0,No,54000,62500,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,357
1,female,84,Widowed,1930,1958,white,0,1,High school,Self-employed,10,Yes,23700,23700,8000,0,0,0,0,Not a veteran,PM,PM,0,Employed,358
2,female,66,Never married,1948,0,white,0,1,College or greater,Self-employed,0,No,51800,58100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,359
1,female,88,Widowed,1926,1964,Asian,0,1,High school,Works for wages,0,No,17100,17100,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,360
2,female,67,Married,1947,1981,white,0,1,College or greater,Works for wages,20,Yes,33000,94630,5000,0,0,0,0,Not a veteran,PM,PM,0,Employed,361
1,female,76,Widowed,1938,1954,white,0,1,High school,Works for wages,0,No,8100,8100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,362
3,female,68,Married,1946,1973,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",21700,39250,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,363
1,female,84,Widowed,1930,1953,white,0,1,College or greater,Works for wages,0,No,266000,266000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,364
2,female,87,Married,1927,1953,white,0,1,College or greater,Works for wages,0,No,19200,43200,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,365
2,female,72,Married,1942,1975,white,0,1,High school,Works for wages,35,Yes,37550,41550,25200,0,0,0,0,Not a veteran,PM,PM,0,Employed,366
2,female,83,Married,1931,1954,white,0,1,College or greater,Works for wages,0,No,16700,66400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,367
1,male,65,Divorced,1949,1970,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",42000,42000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,368
1,female,84,Never married,1930,0,white,0,1,High school,Works for wages,0,No,21930,21930,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,369
6,male,67,Married,1947,1969,white,0,1,College or greater,Self-employed,20,Yes,226000,308410,200000,0,0,0,0,Not a veteran,NA,NA,1,Employed,370
2,female,77,Married,1937,1958,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",20800,55804,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,371
1,female,75,Never married,1939,0,white,0,1,High school,Self-employed,0,No,45500,45500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,372
2,female,68,Married,1946,1967,white,0,1,College or greater,Works for wages,0,No,38600,93200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,373
2,male,76,Married,1938,1961,white,0,1,High school,Works for wages,0,No,30900,56200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,374
3,male,67,Married,1947,1970,white,0,1,College or greater,Works for wages,0,No,33400,78600,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,375
2,male,75,Married,1939,1998,white,0,1,College or greater,Works for wages,0,No,18000,60500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,376
1,female,93,Widowed,1921,1947,white,0,1,Less than high school,Works for wages,0,No,11800,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,377
1,female,65,Divorced,1949,1976,white,0,1,High school,Works for wages,0,No,20000,20000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,378
1,female,80,Widowed,1934,1994,white,0,1,High school,Works for wages,0,No,18910,18910,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,379
2,male,67,Married,1947,1999,white,0,1,College or greater,Works for wages,25,Yes,5300,22200,900,0,0,3,1,Veteran,NA,NA,0,Not in labor force,380
2,male,75,Married,1939,1966,white,0,1,High school,Works for wages,0,No,13200,17400,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,381
2,female,71,Married,1943,1962,white,0,1,High school,Works for wages,0,No,12800,27800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,382
1,male,73,Divorced,1941,1978,white,0,1,College or greater,Works for wages,0,No,27710,27710,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,383
2,female,88,Married,1926,1949,white,0,1,High school,Works for wages,0,No,7600,37000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,384
1,male,84,Never married,1930,0,white,0,1,College or greater,Works for wages,0,No,37400,37400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,385
1,female,68,Widowed,1946,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",43200,43200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,386
3,female,67,Married,1947,1963,Black,0,1,High school,Works for wages,0,No,5800,19400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,387
2,male,75,Married,1939,2004,white,0,1,College or greater,Works for wages,0,No,64700,117100,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,388
2,female,81,Widowed,1933,1956,white,0,1,High school,Works for wages,0,No,28000,36400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,389
1,female,65,Divorced,1949,1967,Black,0,1,College or greater,Works for wages,0,No,26000,26000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,390
1,female,68,Never married,1946,0,white,0,1,High school,Works for wages,0,No,11700,11700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,391
1,female,75,Divorced,1939,1958,white,0,1,High school,Works for wages,6,Yes,24000,24000,2000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,392
3,female,68,Divorced,1946,1971,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",9200,47200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,393
2,female,76,Married,1938,1957,white,0,1,College or greater,Works for wages,40,Yes,34400,69100,14000,0,0,0,0,Not a veteran,PM,PM,0,Employed,394
1,female,76,Widowed,1938,1983,white,0,1,College or greater,Works for wages,0,No,15700,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,395
2,male,74,Married,1940,1962,white,0,1,High school,Works for wages,0,No,44000,46400,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,396
2,female,73,Married,1941,1961,white,0,1,College or greater,Works for wages,0,No,12000,35000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,397
2,female,71,Married,1943,1980,white,0,1,College or greater,Self-employed,0,No,6000,131000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,398
2,male,74,Married,1940,1990,white,0,1,College or greater,Works for wages,30,Yes,93900,102504,8900,0,0,0,0,Not a veteran,PM,PM,0,Employed,399
2,male,76,Widowed,1938,1963,Otherse,0,1,High school,Works for wages,0,No,48320,32010,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,400
2,male,82,Married,1932,1951,white,0,1,College or greater,Works for wages,0,No,64000,78400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,401
2,male,79,Married,1935,1957,white,0,1,College or greater,Works for wages,0,No,36900,44700,0,0,0,4,0,Veteran,NA,NA,0,Not in labor force,402
1,female,94,Widowed,1920,1950,white,0,1,High school,Works for wages,0,No,11900,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,403
2,male,83,Married,1931,1951,white,0,1,Less than high school,Works for wages,0,No,255000,269000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,404
2,female,67,Married,1947,1970,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",5500,155600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,405
2,male,77,Married,1937,1957,Otherse,0,1,High school,Works for wages,40,Yes,107200,133200,90000,0,0,0,0,Not a veteran,PM,PM,0,Employed,406
3,male,69,Married,1945,1983,white,0,1,High school,Works for wages,0,No,8940,9440,0,0,240,1,1,Not a veteran,NA,NA,1,Not in labor force,407
2,male,71,Married,1943,1967,white,0,1,High school,Works for wages,0,No,49170,81170,0,0,0,3,1,Veteran,NA,NA,0,Not in labor force,408
1,male,82,Married,1932,1998,white,0,1,High school,Self-employed,0,No,75000,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,409
2,male,77,Married,1937,1974,white,0,1,High school,Works for wages,0,No,16800,44400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,410
2,female,67,Married,1947,2008,white,0,1,High school,Works for wages,0,No,33700,46600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,411
2,male,73,Married,1941,1959,white,0,1,High school,Works for wages,0,No,22000,30500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,412
1,male,78,Divorced,1936,1974,white,0,1,High school,Works for wages,0,No,27900,27900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,413
1,female,79,Widowed,1935,1974,white,0,1,High school,Works for wages,0,No,29900,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,414
2,male,70,Married,1944,1965,white,0,1,College or greater,Self-employed,40,Yes,41300,103200,23300,0,0,0,1,Not a veteran,NA,NA,0,Employed,415
2,female,83,Widowed,1931,1953,white,0,1,High school,Works for wages,0,No,16000,36000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,416
2,female,67,Divorced,1947,1976,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",12800,12800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,417
2,female,87,Widowed,1927,1947,white,0,1,High school,Self-employed,0,No,16200,67200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,418
1,male,66,Divorced,1948,1997,white,0,1,High school,Works for wages,0,No,10700,10700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,419
2,female,75,Married,1939,1956,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",7400,58800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,420
1,male,78,Divorced,1936,1955,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",19800,19800,0,0,0,5,1,Veteran,NA,NA,0,Not in labor force,421
1,male,67,Divorced,1947,1984,white,0,1,High school,Works for wages,0,No,49100,49100,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,422
1,female,68,Divorced,1946,1971,white,0,1,College or greater,Works for wages,0,No,14000,14000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,423
2,female,86,Never married,1928,0,white,0,1,High school,Works for wages,0,No,11800,26800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,424
2,female,67,Married,1947,1964,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",46700,121700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,425
1,female,88,Widowed,1926,1952,white,0,1,Less than high school,Works for wages,0,No,19800,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,426
2,female,68,Widowed,1946,1982,white,0,1,Less than high school,Works for wages,0,No,20780,24380,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,427
1,female,81,Widowed,1933,1957,white,0,1,College or greater,Self-employed,0,No,51400,51400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,428
2,female,70,Married,1944,1960,white,0,1,High school,Works for wages,0,No,44300,173200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,429
2,female,78,Married,1936,1956,white,0,1,High school,Works for wages,0,No,10200,25400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,430
3,female,83,Widowed,1931,1947,white,0,1,Less than high school,Works for wages,0,No,15000,84700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,431
2,female,67,Widowed,1947,1974,white,0,1,High school,Works for wages,0,No,6100,36100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,432
2,male,82,Widowed,1932,1955,white,0,1,High school,Works for wages,0,No,23460,55470,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,433
3,male,74,Married,1940,1962,white,0,1,High school,Works for wages,25,Yes,12400,35300,10900,0,0,0,0,Not a veteran,PM,PM,0,Employed,434
1,female,72,Widowed,1942,1960,white,0,1,High school,Works for wages,0,No,37620,37620,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,435
2,female,66,Married,1948,1966,white,0,1,High school,Works for wages,0,No,9200,25600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,436
1,female,84,Never married,1930,0,white,0,1,College or greater,Self-employed,0,No,51800,51800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,437
2,male,67,Married,1947,1973,Black,0,1,College or greater,Works for wages,0,No,30500,86400,0,0,0,4,1,Veteran,NA,NA,0,Not in labor force,438
1,female,70,Married,1944,2005,white,0,1,High school,Works for wages,0,No,13400,13400,0,0,1200,0,0,Not a veteran,NA,NA,0,Not in labor force,439
1,female,65,Widowed,1949,1995,white,0,1,High school,Works for wages,0,No,9800,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,440
2,female,73,Married,1941,1959,white,0,1,High school,Works for wages,0,No,7200,49900,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,441
1,female,66,Divorced,1948,1965,white,0,1,Less than high school,Works for wages,0,No,8870,8870,0,0,270,0,0,Not a veteran,NA,NA,0,Not in labor force,442
1,female,74,Widowed,1940,1983,white,1,1,College or greater,Works for wages,0,No,72000,72000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,443
2,female,81,Married,1933,1956,white,0,1,High school,Works for wages,0,No,11500,50904,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,444
2,female,71,Widowed,1943,1964,white,0,1,High school,Works for wages,0,No,22000,32000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,445
2,male,84,Married,1930,1989,white,0,1,High school,Works for wages,15,Yes,19300,61800,8900,0,0,1,1,Veteran,PM,PM,0,Employed,446
2,female,65,Widowed,1949,1989,white,0,1,College or greater,Works for wages,0,No,12000,21000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,447
1,female,67,Widowed,1947,1966,white,0,1,High school,Works for wages,32,Yes,35000,35000,15000,0,0,0,0,Not a veteran,PM,PM,0,Employed,448
2,female,83,Married,1931,1983,white,0,1,High school,Works for wages,0,No,0,37500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,449
1,female,76,Married,1938,1963,white,0,1,High school,Works for wages,0,No,8400,8400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,450
2,female,66,Married,1948,1979,white,0,1,College or greater,Works for wages,0,No,6400,60400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,451
2,female,68,Married,1946,1964,white,0,1,College or greater,Works for wages,0,No,10800,72400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,452
1,female,73,Widowed,1941,1965,Black,0,1,College or greater,Works for wages,0,No,22500,22500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,453
2,female,78,Married,1936,1958,white,0,1,College or greater,Works for wages,0,No,7200,21500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,454
2,male,83,Widowed,1931,1949,Black,0,1,Less than high school,Works for wages,0,No,11400,18600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,455
2,female,72,Married,1942,1979,white,0,1,College or greater,Works for wages,0,No,33500,70910,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,456
2,male,65,Married,1949,1968,white,0,1,College or greater,Works for wages,0,No,25000,34000,0,0,0,6,0,Veteran,NA,NA,0,Not in labor force,457
1,male,71,Divorced,1943,1964,white,0,1,High school,Works for wages,38,Yes,82400,82400,71000,0,0,0,1,Not a veteran,PM,PM,0,Employed,458
1,female,68,Divorced,1946,1968,Black,0,1,High school,Works for wages,0,No,37100,37100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,459
1,female,77,Widowed,1937,1960,white,0,1,Less than high school,Works for wages,0,No,18100,18100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,460
2,female,72,Married,1942,1971,white,0,1,High school,Works for wages,0,No,7200,34300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,461
2,female,70,Married,1944,1968,white,0,1,High school,Works for wages,0,No,0,22600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,462
2,male,65,Married,1949,1968,white,0,1,High school,Self-employed,25,Yes,29400,62400,0,13000,0,0,1,Not a veteran,PM,PM,0,Employed,463
2,male,84,Married,1930,1954,white,0,1,High school,Works for wages,0,No,18200,18200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,464
2,female,66,Married,1948,2001,Otherse,0,1,Less than high school,Works for wages,0,No,7500,34600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,465
2,female,71,Divorced,1943,1968,Black,0,1,College or greater,Works for wages,0,No,52200,58900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,466
1,male,69,Divorced,1945,1973,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",137000,137000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,467
2,male,67,Married,1947,1974,white,0,1,College or greater,Self-employed,15,Yes,8100,45300,3000,3000,0,1,0,Veteran,PM,PM,0,Employed,468
2,male,74,Married,1940,2004,white,0,1,High school,Works for wages,0,No,42900,43150,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,469
2,male,73,Married,1941,1963,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",55600,97600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,470
5,female,72,Widowed,1942,1979,white,1,1,Less than high school,Works for wages,0,No,12800,12800,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,471
1,female,65,Divorced,1949,1973,white,1,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",10900,10900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,472
2,male,80,Married,1934,1956,white,0,1,High school,Works for wages,0,No,29600,40900,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,473
1,female,68,Divorced,1946,1978,white,1,1,College or greater,Self-employed,10,Yes,11620,11620,0,-5900,0,0,1,Not a veteran,PM,PM,0,Employed,474
1,female,77,Widowed,1937,1962,white,0,1,High school,Works for wages,0,No,36100,36100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,475
2,female,65,Married,1949,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",4701,109701,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,476
2,female,72,Married,1942,1965,white,0,1,High school,Works for wages,0,No,7201,27901,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,477
3,female,66,Divorced,1948,1966,Black,0,1,College or greater,Self-employed,0,No,3800,95800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,478
3,female,65,Married,1949,1980,Otherse,1,0,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",0,12000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,479
2,male,80,Married,1934,1957,white,0,1,College or greater,Works for wages,0,No,51000,82000,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,480
2,female,81,Married,1933,1970,white,0,1,High school,Works for wages,0,No,7500,31500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,481
2,male,83,Married,1931,1955,white,0,1,High school,Self-employed,0,No,16100,28100,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,482
1,female,72,Divorced,1942,1982,white,0,1,High school,Works for wages,0,No,15840,15840,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,483
1,female,74,Widowed,1940,1959,white,1,1,Less than high school,Works for wages,0,No,8400,8400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,484
1,male,70,Widowed,1944,1978,white,0,1,College or greater,Works for wages,0,No,31880,31880,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,485
2,female,79,Married,1935,1954,white,0,1,College or greater,Works for wages,0,No,36000,48000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,486
1,female,65,Divorced,1949,1970,white,1,1,College or greater,Works for wages,40,Yes,73600,73600,68000,1400,0,0,0,Not a veteran,PM,PM,0,Employed,487
2,female,92,Married,1922,1992,white,0,1,College or greater,Works for wages,0,No,27600,77300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,488
1,female,81,Widowed,1933,1993,Black,0,1,College or greater,Works for wages,0,No,19900,19900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,489
2,male,71,Married,1943,1995,Black,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",10400,147400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,490
1,female,83,Widowed,1931,1980,Black,0,1,High school,Works for wages,0,No,14000,14000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,491
4,female,70,Married,1944,1970,white,0,1,High school,Works for wages,0,No,8200,140400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,492
5,male,77,Married,1937,1959,white,1,1,Less than high school,Works for wages,0,No,7400,52400,0,0,0,0,1,Not a veteran,NA,NA,1,Not in labor force,493
1,female,92,Widowed,1922,1940,white,0,1,High school,Works for wages,0,No,27800,27800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,494
2,male,65,Married,1949,1966,white,1,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",14700,32100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,495
