"","id","FAMSIZE","SEX","AGE","MARST","BIRTHYR","YRMARR","RACE","HISPAN","HCOVANY","EDUC","UHRSWORK","WORKEDYR","INCTOT","FTOTINC","INCWAGE","INCBUS00","INCWELFR","VETSTAT","DEPARTS","ARRIVES","GCHOUSE","WORK_STATUS"
"961",1004,1,"male",71,"Married",1943,2013,"white",0,1,"College or greater",50,"Yes",134300,134300,0,0,0,"Not a veteran","PM","PM",0,"Employed"
"962",1005,1,"female",73,"Widowed",1941,1958,"white",0,1,"High school",40,"Yes",77200,77200,58000,0,0,"Not a veteran","PM","PM",0,"Employed"
"963",1006,2,"female",77,"Married",1937,1955,"white",0,1,"High school",0,"No",7000,34500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"964",1007,2,"female",74,"Married",1940,1971,"white",0,1,"College or greater",20,"Yes",32600,130600,19700,0,0,"Not a veteran","PM","PM",0,"Employed"
"965",1008,7,"female",71,"Married",1943,1960,"white",0,1,"High school",50,"Yes",32200,125000,19400,0,0,"Not a veteran","PM","PM",0,"Employed"
"966",1009,1,"female",82,"Widowed",1932,1952,"white",0,1,"College or greater",0,"No",14900,14900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"967",1010,2,"female",66,"Married",1948,1993,"white",0,1,"High school",0,"No",34800,96900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"968",1011,2,"male",78,"Married",1936,1963,"white",0,1,"High school",30,"Yes",122700,135300,0,80000,0,"Not a veteran","PM","PM",0,"Employed"
"969",1012,1,"female",72,"Divorced",1942,1963,"white",0,1,"High school",0,"No",24000,24000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"970",1013,2,"male",71,"Married",1943,1968,"white",0,1,"College or greater",20,"Yes",124000,130100,14000,0,0,"Not a veteran","PM","PM",0,"Employed"
"971",1014,1,"female",81,"Divorced",1933,1986,"white",0,1,"Less than high school",0,"No",9600,9600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"972",1015,3,"female",68,"Married",1946,1980,"white",0,1,"College or greater",30,"Yes",42400,92700,22900,0,0,"Not a veteran","PM","PM",0,"Employed"
"973",1016,2,"male",78,"Married",1936,1990,"Otherse",0,1,"College or greater",0,"No",52600,53190,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"974",1017,2,"male",72,"Married",1942,1994,"white",0,1,"College or greater",0,"No",24000,79800,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"975",1018,2,"male",78,"Married",1936,1977,"white",0,1,"High school",0,"No",20800,42800,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"976",1019,1,"female",93,"Widowed",1921,1960,"white",0,1,"High school",0,"No",26700,26700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"977",1020,1,"female",80,"Widowed",1934,1951,"white",0,1,"Less than high school",0,"No",7900,7900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"978",1021,2,"male",80,"Divorced",1934,1978,"white",0,1,"College or greater",40,"Yes",96100,96100,0,75000,0,"Veteran","PM","PM",0,"Employed"
"979",1022,2,"female",73,"Married",1941,1996,"white",0,1,"College or greater",6,"Yes",24700,47500,0,2500,0,"Not a veteran",NA,NA,0,"Not in labor force"
"980",1023,2,"male",78,"Married",1936,1997,"Otherse",0,1,"College or greater",55,"Yes",72800,83400,48000,0,0,"Not a veteran","PM","PM",0,"Employed"
"981",1024,1,"male",67,"Widowed",1947,2003,"white",0,1,"High school",0,"No",50000,50000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"982",1025,1,"female",78,"Widowed",1936,1955,"white",0,1,"High school",0,"No",15700,15700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"983",1026,1,"male",77,"Divorced",1937,1955,"white",0,1,"High school",0,"No",27400,27400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"984",1027,2,"male",75,"Married",1939,1960,"white",0,1,"College or greater",0,"No",104000,117000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"985",1028,1,"female",69,"Divorced",1945,1976,"white",0,1,"College or greater",0,"No",10800,10800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"986",1029,11,"female",88,"Never married",1926,0,"Asian",0,1,"High school",0,"No, but worked 1-5 yrs age",9600,151700,0,0,0,"Not a veteran",NA,NA,1,"Unemployed"
"987",1030,3,"male",65,"Married",1949,1980,"white",0,1,"College or greater",0,"No",21700,24300,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"988",1031,5,"female",67,"Married",1947,1971,"white",0,1,"High school",0,"No",17300,34100,0,0,0,"Not a veteran",NA,NA,1,"Not in labor force"
"989",1032,2,"male",74,"Married",1940,1965,"white",0,1,"High school",1,"Yes",18600,24600,0,600,0,"Veteran","PM","PM",0,"Employed"
"990",1033,2,"male",70,"Married",1944,1980,"white",0,1,"High school",0,"No",81000,81000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"991",1034,2,"female",73,"Widowed",1941,1958,"Otherse",0,1,"High school",25,"Yes",4200,15200,2300,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"992",1035,2,"male",71,"Married",1943,1963,"white",0,1,"College or greater",0,"No",45600,52800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"993",1036,2,"female",76,"Married",1938,1956,"white",0,1,"High school",0,"No",27300,45600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"994",1037,2,"male",66,"Married",1948,1970,"white",0,1,"College or greater",50,"Yes",148300,155300,141000,300,0,"Not a veteran",NA,NA,0,"Employed"
"995",1039,4,"female",73,"Married",1941,1959,"white",0,1,"High school",0,"No",26000,106000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"996",1040,2,"male",70,"Married",1944,1975,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",2400,47000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"997",1041,2,"male",66,"Married",1948,1972,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",30000,85000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"998",1042,1,"male",73,"Divorced",1941,2005,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",20400,20400,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"999",1043,2,"male",66,"Married",1948,1976,"Black",0,1,"High school",0,"No",24000,24000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1000",1044,2,"female",76,"Married",1938,2000,"white",0,1,"High school",0,"No",5900,39400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1001",1045,1,"female",88,"Widowed",1926,1957,"white",0,1,"High school",0,"No",62200,62200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1002",1046,2,"female",68,"Divorced",1946,1967,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",0,0,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1003",1047,2,"female",75,"Married",1939,1963,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",54500,187300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1004",1048,2,"male",78,"Married",1936,1964,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",35900,42700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1005",1049,2,"female",67,"Married",1947,1969,"white",0,1,"High school",0,"No",11300,49200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1006",1050,1,"female",91,"Widowed",1923,1941,"white",0,1,"High school",0,"No",28100,28100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1007",1051,2,"male",85,"Divorced",1929,1950,"white",0,1,"High school",0,"No",19300,39500,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1008",1052,2,"female",85,"Married",1929,1951,"white",0,1,"College or greater",0,"No",48100,94300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1009",1053,3,"male",68,"Married",1946,1996,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",24400,148070,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1010",1054,2,"female",67,"Married",1947,1988,"white",0,1,"Less than high school",0,"No",3000,6000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1011",1055,1,"male",67,"Divorced",1947,1975,"Black",0,1,"College or greater",0,"No",12300,12300,0,0,0,"Veteran",NA,NA,0,"Unemployed"
"1012",1056,2,"female",65,"Married",1949,1972,"white",0,1,"College or greater",40,"Yes",35000,314000,35000,0,0,"Veteran","PM","PM",0,"Employed"
"1013",1057,1,"female",68,"Divorced",1946,1970,"white",0,1,"College or greater",0,"No",49640,49640,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1014",1058,2,"female",81,"Married",1933,1989,"white",0,1,"High school",0,"No",228000,339600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1015",1059,2,"male",68,"Married",1946,1996,"white",0,1,"College or greater",0,"No",54500,85100,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1016",1060,2,"female",67,"Divorced",1947,1968,"white",0,1,"College or greater",20,"Yes",17200,35100,3600,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1017",1061,5,"female",74,"Widowed",1940,1984,"white",0,1,"High school",40,"Yes",48600,117900,32000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1018",1062,2,"female",67,"Married",1947,1964,"white",0,1,"High school",16,"Yes",19200,51800,12000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1019",1063,2,"male",84,"Married",1930,1950,"white",0,1,"College or greater",0,"No",45800,53800,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1020",1064,2,"male",68,"Married",1946,1968,"white",0,1,"High school",0,"No",18900,25830,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1021",1065,2,"female",85,"Married",1929,1957,"white",0,1,"High school",0,"No",7300,14600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1022",1066,2,"male",82,"Married",1932,1956,"white",0,1,"College or greater",0,"No",182000,364000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1023",1067,1,"female",74,"Divorced",1940,1956,"Black",0,1,"College or greater",0,"No",45100,45100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1024",1068,2,"male",71,"Married",1943,1963,"white",0,1,"High school",40,"Yes",90200,103100,0,32000,0,"Not a veteran",NA,NA,0,"Employed"
"1025",1069,2,"male",72,"Married",1942,1964,"white",0,1,"High school",20,"Yes",20600,70020,5000,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1026",1070,1,"female",67,"Widowed",1947,1978,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",38900,38900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1027",1071,4,"male",71,"Married",1943,1961,"white",0,1,"High school",40,"Yes",91204,111604,60000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1028",1072,1,"male",70,"Widowed",1944,1971,"white",0,1,"High school",20,"Yes",16160,16160,460,0,0,"Veteran","PM","PM",0,"Employed"
"1029",1073,2,"female",69,"Married",1945,1996,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",11100,60900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1030",1074,2,"male",70,"Married",1944,1964,"white",0,1,"College or greater",0,"No",50900,75980,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1031",1075,1,"male",94,"Widowed",1920,1963,"white",0,1,"Less than high school",0,"No",10900,10900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1032",1076,2,"female",73,"Married",1941,1962,"white",0,1,"College or greater",0,"No",14000,78000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1033",1077,2,"female",72,"Married",1942,1977,"white",0,1,"High school",0,"No",24000,66800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1034",1078,2,"male",67,"Married",1947,1983,"white",0,1,"High school",40,"Yes",60200,60200,36000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1035",1079,2,"male",79,"Married",1935,1984,"white",0,1,"College or greater",8,"Yes",128100,156900,0,1000,0,"Veteran",NA,NA,0,"Not in labor force"
"1036",1080,2,"male",72,"Married",1942,1967,"white",0,1,"High school",0,"No",24600,32000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1037",1081,2,"female",76,"Married",1938,1969,"white",0,1,"High school",0,"No",8400,53100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1038",1082,2,"male",69,"Married",1945,1968,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",50000,59600,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1039",1083,1,"male",74,"Widowed",1940,1991,"white",0,1,"High school",0,"No",22600,22600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1040",1084,2,"female",80,"Divorced",1934,1960,"white",0,1,"High school",0,"No",32800,51600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1041",1085,2,"male",85,"Married",1929,1950,"white",0,1,"College or greater",0,"No",95500,114600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1042",1086,5,"female",83,"Widowed",1931,1948,"white",0,1,"Less than high school",0,"No",9600,81000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1043",1087,2,"female",66,"Married",1948,1973,"white",0,1,"High school",0,"No",0,147600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1044",1088,2,"male",74,"Married",1940,1964,"white",0,1,"High school",0,"No",27000,32900,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1045",1090,2,"male",66,"Married",1948,1985,"white",0,1,"College or greater",8,"Yes",10000,71000,0,10000,0,"Not a veteran",NA,NA,0,"Employed"
"1046",1091,1,"male",73,"Never married",1941,0,"white",0,1,"College or greater",0,"No",21000,21000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1047",1092,1,"female",76,"Widowed",1938,1986,"Black",0,1,"High school",0,"No",21800,21800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1048",1093,2,"male",67,"Married",1947,1971,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",16400,23600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1049",1095,1,"male",88,"Widowed",1926,1958,"white",0,1,"High school",0,"No",22000,22000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1050",1096,2,"female",85,"Widowed",1929,1948,"white",0,1,"Less than high school",0,"No",14080,35980,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1051",1097,3,"female",93,"Widowed",1921,1947,"white",0,1,"College or greater",0,"No",8400,69404,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1052",1098,1,"female",73,"Divorced",1941,1959,"white",0,1,"Less than high school",0,"No",29300,29300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1053",1099,5,"female",78,"Widowed",1936,1957,"Black",0,1,"Less than high school",0,"No",8900,10800,0,0,0,"Not a veteran",NA,NA,1,"Not in labor force"
"1054",1100,2,"female",85,"Married",1929,2003,"white",0,1,"High school",0,"No",17000,46100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1055",1101,1,"female",70,"Married",1944,2004,"white",0,1,"Less than high school",0,"No",58500,58500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1056",1103,1,"female",68,"Divorced",1946,1987,"white",0,1,"College or greater",30,"Yes",14400,14400,1200,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1057",1104,1,"female",78,"Widowed",1936,1955,"white",0,1,"High school",0,"No",10000,10000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1058",1105,1,"female",67,"Widowed",1947,1967,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",24500,24500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1059",1106,2,"female",81,"Married",1933,1958,"white",0,1,"High school",0,"No",7900,22400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1060",1107,2,"male",68,"Married",1946,1972,"white",0,1,"College or greater",0,"No",77200,91330,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1061",1108,2,"male",66,"Married",1948,1969,"white",0,1,"High school",0,"No",36000,55100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1062",1109,2,"female",86,"Married",1928,1963,"Black",0,1,"High school",0,"No",10000,26000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1063",1110,3,"female",84,"Married",1930,1948,"white",0,1,"High school",0,"No",0,69300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1064",1111,1,"female",72,"Divorced",1942,1963,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",11410,11410,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1065",1112,2,"female",69,"Married",1945,1970,"white",0,1,"College or greater",0,"No",92000,174700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1066",1113,2,"female",65,"Married",1949,1994,"Black",0,1,"High school",12,"Yes",8800,45300,0,4000,0,"Not a veteran","PM","PM",0,"Employed"
"1067",1114,2,"male",67,"Married",1947,2008,"white",0,1,"High school",50,"Yes",56000,73700,50000,0,0,"Veteran","PM","PM",0,"Employed"
"1068",1115,2,"male",82,"Married",1932,1959,"white",0,1,"High school",0,"No",1900,8600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1069",1116,3,"female",88,"Widowed",1926,1945,"white",0,1,"Less than high school",0,"No",11000,76110,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1070",1117,2,"male",84,"Married",1930,1954,"white",0,1,"College or greater",1,"Yes",43650,65950,250,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1071",1118,1,"female",93,"Widowed",1921,1943,"white",0,1,"High school",0,"No",34400,34400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1072",1119,1,"male",67,"Divorced",1947,1995,"white",0,1,"College or greater",25,"Yes",57600,57600,11900,0,0,"Veteran",NA,NA,0,"Employed"
"1073",1120,1,"female",65,"Divorced",1949,1983,"Black",0,1,"High school",0,"No",13900,13900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1074",1121,1,"female",67,"Never married",1947,0,"white",0,1,"College or greater",0,"No",78400,78400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1075",1122,1,"male",77,"Widowed",1937,1960,"white",0,1,"High school",0,"No",30000,30000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1076",1123,3,"female",66,"Married",1948,1969,"white",0,1,"College or greater",0,"No",50500,76000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1077",1124,2,"female",68,"Divorced",1946,2005,"white",0,1,"High school",0,"No",30200,42800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1078",1125,2,"male",65,"Married",1949,1968,"white",0,1,"High school",0,"No",14400,32200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1079",1126,2,"female",67,"Married",1947,1973,"white",0,1,"High school",0,"No",4500,84300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1080",1128,2,"male",67,"Widowed",1947,1965,"Black",0,1,"Less than high school",0,"No",9000,9000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1081",1129,1,"female",72,"Widowed",1942,1967,"white",0,1,"High school",70,"Yes",119200,119200,0,1e+05,0,"Not a veteran","PM","PM",0,"Employed"
"1082",1130,2,"male",66,"Married",1948,1968,"white",0,1,"High school",0,"No",30000,61000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1083",1131,2,"female",82,"Married",1932,1953,"white",0,1,"High school",0,"No",10600,58800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1084",1132,2,"female",67,"Married",1947,1975,"white",0,1,"High school",0,"No",11700,71880,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1085",1133,2,"male",83,"Married",1931,1952,"white",0,1,"College or greater",0,"No",42300,58000,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1086",1134,1,"female",68,"Divorced",1946,1964,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",15000,15000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1087",1135,1,"male",66,"Divorced",1948,1991,"white",0,1,"Less than high school",40,"Yes",42000,42000,42000,0,0,"Not a veteran","PM","PM",0,"Employed"
"1088",1136,2,"female",72,"Divorced",1942,1965,"Black",0,1,"College or greater",0,"No",9700,59100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1089",1137,2,"female",68,"Married",1946,1964,"white",0,1,"High school",0,"No",10300,44500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1090",1138,1,"female",73,"Widowed",1941,1961,"white",0,1,"College or greater",0,"No",47100,47100,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1091",1140,2,"female",79,"Married",1935,1953,"white",0,1,"High school",0,"No",9900,19800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1092",1141,2,"female",67,"Married",1947,1965,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",6950,37600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1093",1143,1,"male",71,"Married",1943,1992,"white",0,1,"College or greater",40,"Yes",224800,224800,180000,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1094",1144,2,"female",69,"Married",1945,1962,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",11500,49800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1095",1145,1,"male",93,"Widowed",1921,1961,"white",0,1,"Less than high school",0,"No",46200,46200,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1096",1147,1,"female",75,"Widowed",1939,1968,"Black",0,1,"High school",0,"No",18000,18000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1097",1148,2,"female",69,"Married",1945,1968,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",10000,62000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1098",1149,5,"male",76,"Married",1938,1959,"white",0,1,"College or greater",0,"No",98000,238000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1099",1150,1,"female",82,"Widowed",1932,1976,"white",1,1,"College or greater",0,"No, but worked 1-5 yrs age",32400,32400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1100",1151,2,"male",67,"Married",1947,1970,"white",0,1,"College or greater",5,"Yes",42400,85600,0,700,0,"Veteran",NA,NA,0,"Not in labor force"
"1101",1152,2,"male",75,"Married",1939,1988,"white",1,1,"Less than high school",0,"No",21200,55800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1102",1153,2,"female",69,"Married",1945,1965,"white",0,1,"College or greater",0,"No",14500,42500,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1103",1155,2,"female",68,"Married",1946,1968,"white",0,1,"High school",0,"No",10000,68300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1104",1156,2,"male",81,"Married",1933,1959,"white",0,1,"College or greater",0,"No",56300,56300,0,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1105",1157,1,"female",85,"Widowed",1929,1947,"white",0,1,"College or greater",0,"No",12900,12900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1106",1158,1,"male",66,"Divorced",1948,1984,"white",0,1,"Less than high school",0,"No",7600,7600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1107",1159,2,"male",68,"Married",1946,1990,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",20000,40900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1108",1160,2,"male",79,"Married",1935,1960,"white",1,1,"Less than high school",0,"No",21600,28300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1109",1161,2,"male",74,"Married",1940,1966,"white",0,1,"College or greater",0,"No",7300,67300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1110",1162,1,"female",67,"Never married",1947,0,"Black",0,1,"High school",0,"No",70720,70720,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1111",1163,2,"female",69,"Married",1945,1964,"white",0,1,"High school",12,"Yes",10200,33700,600,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1112",1164,2,"female",69,"Married",1945,1967,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",930,10760,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1113",1165,2,"male",81,"Divorced",1933,1973,"white",0,1,"College or greater",0,"No",9800,9800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1114",1166,2,"female",74,"Married",1940,2004,"white",0,1,"College or greater",0,"No",26000,49800,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1115",1167,3,"female",69,"Divorced",1945,1983,"Otherse",1,1,"Less than high school",40,"Yes",23300,49300,14400,0,0,"Not a veteran","PM","PM",0,"Employed"
"1116",1168,2,"male",74,"Married",1940,1999,"Asian",0,1,"College or greater",0,"No",7800,16300,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1117",1169,4,"female",65,"Married",1949,1976,"Black",0,1,"College or greater",32,"Yes",14200,63300,900,0,0,"Not a veteran","PM","PM",1,"Employed"
"1118",1170,3,"male",65,"Married",1949,1975,"white",0,1,"College or greater",40,"Yes",216000,682000,115000,0,0,"Veteran","PM","PM",1,"Employed"
"1119",1171,2,"male",69,"Married",1945,1965,"white",0,1,"College or greater",0,"No",20100,45260,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1120",1172,2,"male",78,"Married",1936,1954,"white",0,1,"College or greater",0,"No, but worked 1-5 yrs age",27000,34200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1121",1173,2,"male",69,"Married",1945,2007,"white",0,1,"High school",0,"No",24700,24700,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1122",1174,2,"male",66,"Married",1948,1978,"white",0,1,"High school",40,"Yes",26100,46100,18000,0,0,"Veteran",NA,NA,0,"Not in labor force"
"1123",1175,1,"male",86,"Widowed",1928,1950,"white",0,1,"High school",0,"No",14200,14200,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1124",1176,2,"female",70,"Married",1944,1960,"white",0,1,"High school",0,"No",8400,48000,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1125",1177,1,"male",79,"Widowed",1935,1997,"white",0,1,"Less than high school",0,"No",15600,15600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1126",1179,2,"male",84,"Married",1930,2002,"white",0,1,"High school",0,"No, but worked 1-5 yrs age",24600,29400,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1127",1180,4,"male",66,"Married",1948,1971,"white",1,1,"Less than high school",0,"No, but worked 1-5 yrs age",12000,27600,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1128",1181,1,"female",65,"Divorced",1949,1998,"white",0,1,"Less than high school",0,"No, but worked 1-5 yrs age",6900,6900,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
"1129",1182,3,"female",68,"Divorced",1946,1963,"white",0,1,"High school",32,"Yes",65700,82700,47000,0,0,"Not a veteran",NA,NA,1,"Not in labor force"
"1130",1183,2,"female",65,"Married",1949,1972,"Asian",0,1,"College or greater",40,"Yes",64000,131000,0,60000,0,"Not a veteran","PM","PM",0,"Employed"
"1131",1184,2,"male",85,"Married",1929,1953,"white",0,1,"College or greater",20,"Yes",32000,58520,0,20000,0,"Veteran","PM","PM",0,"Employed"
"1132",1185,1,"male",92,"Widowed",1922,1990,"white",0,0,"Less than high school",0,"No",0,0,0,0,0,"Not a veteran",NA,NA,0,"Not in labor force"
